Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.95,0.935,0.88,0.925
Balanced Accuracy,0.8781622564699041,0.8463216051177668,0.9101482989241059,0.8879034603082291
Precision,0.7142857142857143,0.6363636363636364,0.43902439024390244,0.5714285714285714
Recall,0.7894736842105263,0.7368421052631579,0.9473684210526315,0.8421052631578947
F1 score,0.7500000000000001,0.6829268292682926,0.6,0.6808510638297872

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.95,0.945,0.88,0.935
Balanced Accuracy,0.8459696727853152,0.8641926044160682,0.890928438414472,0.9006384676775738
Precision,0.7894736842105263,0.7272727272727273,0.4634146341463415,0.6428571428571429
Recall,0.7142857142857143,0.7619047619047619,0.9047619047619048,0.8571428571428571
F1 score,0.7500000000000001,0.7441860465116279,0.6129032258064516,0.7346938775510204

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.935,0.945,0.875,0.92
Balanced Accuracy,0.8041368743615935,0.849591419816139,0.8700204290091931,0.855464759959142
Precision,0.7368421052631579,0.7619047619047619,0.4634146341463415,0.6071428571428571
Recall,0.6363636363636364,0.7272727272727273,0.8636363636363636,0.7727272727272727
F1 score,0.6829268292682926,0.7441860465116279,0.6031746031746033,0.68

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.88,0.88,0.875,0.905
Balanced Accuracy,0.7163675410339009,0.7254180088970701,0.7222733548090198,0.7954440865163368
Precision,0.9473684210526315,0.9047619047619048,0.8636363636363636,0.8928571428571429
Recall,0.43902439024390244,0.4634146341463415,0.4634146341463415,0.6097560975609756
F1 score,0.6,0.6129032258064516,0.6031746031746033,0.7246376811594203

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.925,0.935,0.92,0.905
Balanced Accuracy,0.7769933554817275,0.8127076411960132,0.7890365448504983,0.8999169435215947
Precision,0.8421052631578947,0.8571428571428571,0.7727272727272727,0.6097560975609756
Recall,0.5714285714285714,0.6428571428571429,0.6071428571428571,0.8928571428571429
F1 score,0.6808510638297872,0.7346938775510204,0.68,0.7246376811594203

