Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.755,0.925,0.91,0.665
Balanced Accuracy,0.6040706605222734,0.629416282642089,0.6213517665130568,0.6217357910906298
Precision,0.1276595744680851,0.4444444444444444,0.3333333333333333,0.11594202898550725
Recall,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5714285714285714
F1 score,0.1967213114754098,0.34782608695652173,0.30769230769230765,0.19277108433734938

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.755,0.74,0.775,0.61
Balanced Accuracy,0.5376859963843693,0.4984007787512168,0.5581282158253372,0.5387289667640106
Precision,0.42857142857142855,0.2222222222222222,0.5833333333333334,0.2753623188405797
Recall,0.1276595744680851,0.0425531914893617,0.14893617021276595,0.40425531914893614
F1 score,0.1967213114754098,0.07142857142857142,0.23728813559322032,0.32758620689655177

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.925,0.74,0.915,0.65
Balanced Accuracy,0.6960442117510179,0.49331006399069227,0.5849331006399069,0.552065154159395
Precision,0.2857142857142857,0.0425531914893617,0.16666666666666666,0.057971014492753624
Recall,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.4444444444444444
F1 score,0.34782608695652173,0.07142857142857142,0.1904761904761905,0.10256410256410256

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.91,0.775,0.915,0.685
Balanced Accuracy,0.6400709219858156,0.6852836879432624,0.5647163120567376,0.7154255319148937
Precision,0.2857142857142857,0.14893617021276595,0.2222222222222222,0.13043478260869565
Recall,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.75
F1 score,0.30769230769230765,0.23728813559322032,0.1904761904761905,0.22222222222222218

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.665,0.61,0.65,0.685
Balanced Accuracy,0.535070251133975,0.5308109304126563,0.509901537780728,0.5537670096249585
Precision,0.5714285714285714,0.40425531914893614,0.4444444444444444,0.75
Recall,0.11594202898550725,0.2753623188405797,0.057971014492753624,0.13043478260869565
F1 score,0.19277108433734938,0.32758620689655177,0.10256410256410256,0.22222222222222218

