Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.785,0.77,0.81,0.76
Balanced Accuracy,0.7824514262091773,0.7827614716825134,0.7943365026870608,0.7259198015708971
Precision,0.7241379310344828,0.6730769230769231,0.8055555555555556,0.8148148148148148
Recall,0.7682926829268293,0.8536585365853658,0.7073170731707317,0.5365853658536586
F1 score,0.7455621301775147,0.7526881720430108,0.7532467532467532,0.6470588235294118

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.785,0.755,0.825,0.785
Balanced Accuracy,0.7779981690570643,0.76202827789645,0.8120740514698404,0.7594853015969891
Precision,0.7682926829268293,0.6826923076923077,0.8611111111111112,0.9074074074074074
Recall,0.7241379310344828,0.8160919540229885,0.7126436781609196,0.5632183908045977
F1 score,0.7455621301775147,0.7434554973821988,0.779874213836478,0.6950354609929078

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.77,0.755,0.72,0.72
Balanced Accuracy,0.7740384615384616,0.7580128205128205,0.7259615384615384,0.7295673076923077
Precision,0.8536585365853658,0.8160919540229885,0.8333333333333334,0.9444444444444444
Recall,0.6730769230769231,0.6826923076923077,0.5769230769230769,0.49038461538461536
F1 score,0.7526881720430108,0.7434554973821988,0.6818181818181818,0.6455696202531646

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.81,0.825,0.72,0.84
Balanced Accuracy,0.8090277777777778,0.8328993055555556,0.7447916666666667,0.7990451388888888
Precision,0.7073170731707317,0.7126436781609196,0.5769230769230769,0.8703703703703703
Recall,0.8055555555555556,0.8611111111111112,0.8333333333333334,0.6527777777777778
F1 score,0.7532467532467532,0.779874213836478,0.6818181818181818,0.746031746031746

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.76,0.785,0.72,0.84
Balanced Accuracy,0.7772704211060375,0.8235667174023338,0.7907153729071537,0.8495687468290207
Precision,0.5365853658536586,0.5632183908045977,0.49038461538461536,0.6527777777777778
Recall,0.8148148148148148,0.9074074074074074,0.9444444444444444,0.8703703703703703
F1 score,0.6470588235294118,0.6950354609929078,0.6455696202531646,0.746031746031746

