Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.43,0.495,0.5,0.5
Balanced Accuracy,0.4737005913476502,0.45144724556489263,0.49704326174914404,0.48915862641352836
Precision,0.5471698113207547,0.5625,0.5922330097087378,0.5855855855855856
Recall,0.24369747899159663,0.680672268907563,0.5126050420168067,0.5462184873949579
F1 score,0.33720930232558133,0.6159695817490495,0.5495495495495496,0.5652173913043478

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.43,0.455,0.59,0.58
Balanced Accuracy,0.4674624566807855,0.5749582852008728,0.6245668078552176,0.6358618919265819
Precision,0.24369747899159663,0.3055555555555556,0.3592233009708738,0.36036036036036034
Recall,0.5471698113207547,0.8301886792452831,0.6981132075471698,0.7547169811320755
F1 score,0.33720930232558133,0.44670050761421326,0.47435897435897445,0.4878048780487804

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.495,0.455,0.555,0.595
Balanced Accuracy,0.4419642857142857,0.5724206349206349,0.5600198412698413,0.5877976190476191
Precision,0.680672268907563,0.8301886792452831,0.7669902912621359,0.7837837837837838
Recall,0.5625,0.3055555555555556,0.5486111111111112,0.6041666666666666
F1 score,0.6159695817490495,0.44670050761421326,0.6396761133603238,0.6823529411764706

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.5,0.59,0.555,0.56
Balanced Accuracy,0.49714743268942047,0.5971374236813132,0.5484435992393154,0.5584025623060754
Precision,0.5126050420168067,0.6981132075471698,0.5486111111111112,0.5675675675675675
Recall,0.5922330097087378,0.3592233009708738,0.7669902912621359,0.6116504854368932
F1 score,0.5495495495495496,0.47435897435897445,0.6396761133603238,0.5887850467289719

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.5,0.58,0.595,0.56
Balanced Accuracy,0.4894220062759389,0.6071464723150116,0.5716671727907683,0.5590646826601883
Precision,0.5462184873949579,0.7547169811320755,0.6041666666666666,0.6116504854368932
Recall,0.5855855855855856,0.36036036036036034,0.7837837837837838,0.5675675675675675
F1 score,0.5652173913043478,0.4878048780487804,0.6823529411764706,0.5887850467289719

Sets
Minor,Henrique,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=7.052153880521971, pvalue=7.84464191692751e-12)","Ttest_indResult(statistic=-2.6505933997580806, pvalue=0.00835561045756461)","Ttest_indResult(statistic=1.6109659869486532, pvalue=0.10797987232735315)","Ttest_indResult(statistic=0.8077907362384242, pvalue=0.4196935821761135)"

Henrique,Minor,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-7.052153880521971, pvalue=7.84464191692751e-12)","Ttest_indResult(statistic=-10.194943125989637, pvalue=7.711948164450313e-22)","Ttest_indResult(statistic=-5.289397913662419, pvalue=2.0299271870710438e-07)","Ttest_indResult(statistic=-6.155116211284717, pvalue=1.8325724405318084e-09)"

Alice,Minor,Henrique,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=2.6505933997580806, pvalue=0.00835561045756461)","Ttest_indResult(statistic=10.194943125989637, pvalue=7.711948164450313e-22)","Ttest_indResult(statistic=4.304390344667743, pvalue=2.1105897227010216e-05)","Ttest_indResult(statistic=3.4753051946970404, pvalue=0.000566421061504164)"

Rebecca,Minor,Henrique,Alice,Gretchen
P-value,"Ttest_indResult(statistic=-1.6109659869486532, pvalue=0.10797987232735315)","Ttest_indResult(statistic=5.289397913662419, pvalue=2.0299271870710438e-07)","Ttest_indResult(statistic=-4.304390344667743, pvalue=2.1105897227010216e-05)","Ttest_indResult(statistic=-0.8006036977340074, pvalue=0.42383874882851713)"

Gretchen,Minor,Henrique,Alice,Rebecca
P-value,"Ttest_indResult(statistic=-0.8077907362384242, pvalue=0.4196935821761135)","Ttest_indResult(statistic=6.155116211284717, pvalue=1.8325724405318084e-09)","Ttest_indResult(statistic=-3.4753051946970404, pvalue=0.000566421061504164)","Ttest_indResult(statistic=0.8006036977340074, pvalue=0.42383874882851713)"

