Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.675,0.685,0.565,0.635
Balanced Accuracy,0.6698922481431112,0.6122502353802699,0.5570143320431007,0.5533528611779475
Precision,0.5795454545454546,0.8076923076923077,0.45555555555555555,0.65
Recall,0.6455696202531646,0.26582278481012656,0.5189873417721519,0.16455696202531644
F1 score,0.6107784431137726,0.4,0.48520710059171596,0.26262626262626265

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.675,0.65,0.58,0.59
Balanced Accuracy,0.6647727272727273,0.6071428571428572,0.5750811688311688,0.5426136363636364
Precision,0.6455696202531646,0.8461538461538461,0.5222222222222223,0.65
Recall,0.5795454545454546,0.25,0.5340909090909091,0.14772727272727273
F1 score,0.6107784431137726,0.38596491228070173,0.5280898876404494,0.24074074074074078

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.685,0.65,0.6,0.86
Balanced Accuracy,0.7371794871794872,0.73342175066313,0.6392572944297081,0.6414677276746242
Precision,0.26582278481012656,0.25,0.2,0.45
Recall,0.8076923076923077,0.8461538461538461,0.6923076923076923,0.34615384615384615
F1 score,0.4,0.38596491228070173,0.31034482758620696,0.3913043478260869

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.565,0.58,0.6,0.6
Balanced Accuracy,0.555050505050505,0.5747474747474748,0.5636363636363636,0.5606060606060607
Precision,0.5189873417721519,0.5340909090909091,0.6923076923076923,0.75
Recall,0.45555555555555555,0.5222222222222223,0.2,0.16666666666666666
F1 score,0.48520710059171596,0.5280898876404494,0.31034482758620696,0.27272727272727276

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.635,0.59,0.86,0.6
Balanced Accuracy,0.6416666666666666,0.6166666666666667,0.6777777777777778,0.6666666666666667
Precision,0.16455696202531644,0.14772727272727273,0.34615384615384615,0.16666666666666666
Recall,0.65,0.65,0.45,0.75
F1 score,0.26262626262626265,0.24074074074074078,0.3913043478260869,0.27272727272727276

World-States
Minor,Henrique,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-0.9111719677866778, pvalue=0.36275629743724136)","Ttest_indResult(statistic=6.300206989382783, pvalue=7.883773753774409e-10)","Ttest_indResult(statistic=-1.1123948365892038, pvalue=0.2666398710000938)","Ttest_indResult(statistic=7.2554959894791144, pvalue=2.1101204134564184e-12)"

Henrique,Minor,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=0.9111719677866778, pvalue=0.36275629743724136)","Ttest_indResult(statistic=7.2935469792308565, pvalue=1.6454121689150799e-12)","Ttest_indResult(statistic=-0.20072756909638306, pvalue=0.8410141356827017)","Ttest_indResult(statistic=8.269465919114483, pvalue=2.0382097057187644e-15)"

Alice,Minor,Henrique,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-6.300206989382783, pvalue=7.883773753774409e-10)","Ttest_indResult(statistic=-7.2935469792308565, pvalue=1.6454121689150799e-12)","Ttest_indResult(statistic=-7.517330688259631, pvalue=3.737943090093719e-13)","Ttest_indResult(statistic=0.9390588959401391, pvalue=0.34827004393548244)"

Rebecca,Minor,Henrique,Alice,Gretchen
P-value,"Ttest_indResult(statistic=1.1123948365892038, pvalue=0.2666398710000938)","Ttest_indResult(statistic=0.20072756909638306, pvalue=0.8410141356827017)","Ttest_indResult(statistic=7.517330688259631, pvalue=3.737943090093719e-13)","Ttest_indResult(statistic=8.498801658447478, pvalue=3.888443285192709e-16)"

Gretchen,Minor,Henrique,Alice,Rebecca
P-value,"Ttest_indResult(statistic=-7.2554959894791144, pvalue=2.1101204134564184e-12)","Ttest_indResult(statistic=-8.269465919114483, pvalue=2.0382097057187644e-15)","Ttest_indResult(statistic=-0.9390588959401391, pvalue=0.34827004393548244)","Ttest_indResult(statistic=-8.498801658447478, pvalue=3.888443285192709e-16)"

