Minor,Henrique,Alice,Rebecca,Gretchen
Accuracy,0.925,0.905,0.865,0.915
Balanced Accuracy,0.6168478260869565,0.6059782608695652,0.6698369565217391,0.5543478260869565
Precision,0.5714285714285714,0.36363636363636365,0.28,0.4
Recall,0.25,0.25,0.4375,0.125
F1 score,0.34782608695652173,0.2962962962962963,0.34146341463414637,0.19047619047619047

Henrique,Minor,Alice,Rebecca,Gretchen
Accuracy,0.925,0.95,0.89,0.97
Balanced Accuracy,0.7546262028127313,0.767579570688379,0.8053293856402665,0.7091043671354552
Precision,0.25,0.36363636363636365,0.2,0.6
Recall,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855
F1 score,0.34782608695652173,0.4444444444444444,0.3125,0.5

Alice,Minor,Henrique,Rebecca,Gretchen
Accuracy,0.905,0.95,0.86,0.95
Balanced Accuracy,0.65007215007215,0.6738816738816739,0.6262626262626263,0.6310726310726311
Precision,0.25,0.5714285714285714,0.16,0.6
Recall,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.2727272727272727
F1 score,0.2962962962962963,0.4444444444444444,0.2222222222222222,0.37499999999999994

Rebecca,Minor,Henrique,Alice,Gretchen
Accuracy,0.865,0.89,0.86,0.87
Balanced Accuracy,0.6142857142857143,0.5942857142857143,0.5599999999999999,0.5314285714285715
Precision,0.4375,0.7142857142857143,0.36363636363636365,0.4
Recall,0.28,0.2,0.16,0.08
F1 score,0.34146341463414637,0.3125,0.2222222222222222,0.13333333333333333

Gretchen,Minor,Henrique,Alice,Rebecca
Accuracy,0.915,0.97,0.95,0.87
Balanced Accuracy,0.6641025641025642,0.7897435897435897,0.7794871794871795,0.641025641025641
Precision,0.125,0.42857142857142855,0.2727272727272727,0.08
Recall,0.4,0.6,0.6,0.4
F1 score,0.19047619047619047,0.5,0.37499999999999994,0.13333333333333333

